80,90
120,120
140,80
180,50
150,130
180,90
220,60
180,150
210,110
240,80
210,170
250,120
270,90
250,190
270,150
310,110
290,210
320,160
350,110
310,230
340,180
370,140
350,250
380,200
410,160
390,270
420,230
440,190
430,300
460,240
480,200
470,320
500,260
520,220
500,330
540,280
560,240
